spot,Flags,Column,Row,Name,ID,RefNumber,c253295110048_ar2_jun1912_A_SL,c253295110048_ar1_jun1912_B_SL,c253295110048_ar4_jun1912_C_SL,c253295110048_ar3_jun1912_A_L,c253295110048_ar6_jun1912_B_L,c253295110048_ar5_jun1912_C_L,c253295110048_ar8_jun1912_A_C,c253295110048_ar7_jun1912_B_C,c253295110054_ar2_jul1112_C_C
10352,0,46,140,4378739_AF108717.1_367-729,CUST_111_PI426246026,8213,678,780,441,576,331,499,258,323,10
10353,0,67,149,4378739_AF108717.1_367-729,CUST_111_PI426246026,4846,585,696,416,568,269,497,230,228,16
10354,0,63,11,4378739_AF108717.1_37-312,CUST_114_PI426246026,5571,3,2,-1,1,0,1,0,0,2
10355,0,32,52,4378739_AF108717.1_37-312,CUST_114_PI426246026,10553,2,6,-1,2,2,1,-1,1,-1
10356,0,37,81,4378739_AF108717.1_37-312,CUST_114_PI426246026,9800,2,6,2,1,2,-1,-3,1,-2
10357,0,63,52,4416239_AF099654.1_269-445,CUST_96_PI426246026,5469,258,265,139,385,74,194,90,105,37
10358,0,84,128,4416239_AF099654.1_269-445,CUST_96_PI426246026,1987,160,205,117,259,48,159,77,89,37
10359,0,80,152,4416239_AF099654.1_269-445,CUST_96_PI426246026,2631,166,193,92,241,56,147,65,52,37
10360,0,75,80,4416239_AF099654.1_4-282,CUST_99_PI426246026,3487,68,87,49,121,26,81,32,68,27
10361,0,55,128,4416239_AF099654.1_4-282,CUST_99_PI426246026,6743,57,63,40,92,21,74,21,51,28
10362,0,64,142,4416239_AF099654.1_4-282,CUST_99_PI426246026,5260,54,64,43,69,15,65,27,36,20
10363,0,17,14,4416239_AF099654.1_586-693,CUST_102_PI426246026,13032,40,51,29,47,11,45,9,26,18
10364,0,25,20,4416239_AF099654.1_586-693,CUST_102_PI426246026,11717,37,61,28,60,14,43,9,27,20
10365,0,39,129,4416239_AF099654.1_586-693,CUST_102_PI426246026,9448,42,42,22,58,18,53,21,28,22
10366,0,36,12,4731284_AF112121.1_25-753,CUST_117_PI426246026,9917,-9,-9,0,1,1,-6,1,1,-2
10367,0,60,49,4731284_AF112121.1_25-753,CUST_115_PI426246026,6044,397,478,269,342,180,289,121,198,1
10368,0,47,53,4731284_AF112121.1_25-753,CUST_117_PI426246026,8174,1,-2,0,0,1,1,1,1,1
10369,0,69,62,4731284_AF112121.1_25-753,CUST_115_PI426246026,4480,382,473,292,350,185,284,108,174,0
10370,0,87,142,4731284_AF112121.1_25-753,CUST_117_PI426246026,1488,0,3,0,1,0,3,-1,2,-1
10371,0,3,144,4731284_AF112121.1_25-753,CUST_115_PI426246026,15263,280,333,170,236,123,215,79,144,3
10372,0,62,21,51593129_AY646073.1_1-699,CUST_28_PI426244603,5730,0,2,2,-2,0,1,0,0,1
10373,0,81,51,51593129_AY646073.1_1-699,CUST_28_PI426244603,2599,0,2,1,-1,0,4,1,0,1
10374,0,87,62,51593129_AY646073.1_1-699,CUST_28_PI426244603,1528,1,-4,2,0,0,2,-2,1,1
10375,0,88,72,51593129_AY646073.1_1-699,CUST_29_PI426244603,1359,6,3,-1,1,1,1,1,0,2
10376,0,33,84,51593129_AY646073.1_1-699,CUST_29_PI426244603,10373,0,4,0,-1,1,2,0,0,-1
10377,0,81,108,51593129_AY646073.1_1-699,CUST_30_PI426244603,2489,-1,0,-1,2,0,-1,-3,1,1
10378,0,29,128,51593129_AY646073.1_1-699,CUST_29_PI426244603,11007,0,2,3,3,1,5,0,0,1
10379,0,90,132,51593129_AY646073.1_1-699,CUST_30_PI426244603,1001,4,0,-1,0,0,-4,-2,0,0
10380,0,22,136,51593129_AY646073.1_1-699,CUST_30_PI426244603,12151,0,0,0,1,2,0,0,-2,-4
10381,0,22,14,60222981_AB158781.1_77-1042,CUST_12_PI426232937,12212,37,52,48,59,23,63,21,40,8
10382,0,53,33,60222981_AB158781.1_77-1042,CUST_10_PI426232937,7200,3,2,2,5,0,7,0,3,0
10383,0,15,50,60222981_AB158781.1_77-1042,CUST_11_PI426232937,13342,91,133,126,118,50,190,62,125,55
10384,0,49,66,60222981_AB158781.1_77-1042,CUST_11_PI426232937,7758,109,147,146,137,70,198,77,144,66
10385,0,6,72,60222981_AB158781.1_77-1042,CUST_12_PI426232937,14807,48,64,67,75,29,86,31,71,17
10386,0,19,77,60222981_AB158781.1_77-1042,CUST_10_PI426232937,12754,4,7,3,3,2,12,-1,3,1
10387,0,57,102,60222981_AB158781.1_77-1042,CUST_10_PI426232937,6428,1,10,2,6,1,2,1,6,1
10388,0,35,124,60222981_AB158781.1_77-1042,CUST_12_PI426232937,10025,51,66,63,53,24,80,27,62,19
10389,0,24,159,60222981_AB158781.1_77-1042,CUST_11_PI426232937,11893,60,93,86,95,40,121,55,82,42
10390,0,54,21,6088075_AB033195.1_39-647,CUST_2_PI426266267,7042,14,31,13,18,5,20,9,16,1
10391,0,71,43,6088075_AB033195.1_39-647,CUST_1_PI426266267,4243,3,1,1,2,1,0,0,0,2
10392,0,11,52,6088075_AB033195.1_39-647,CUST_1_PI426266267,13997,3,5,1,1,1,-3,-3,1,2
10393,0,71,65,6088075_AB033195.1_39-647,CUST_3_PI426266267,4232,1484,2013,1552,1691,1649,2669,1109,1580,62
10394,0,53,103,6088075_AB033195.1_39-647,CUST_2_PI426266267,7165,20,24,10,12,3,17,5,12,1
10395,0,39,121,6088075_AB033195.1_39-647,CUST_3_PI426266267,9452,1471,1970,1443,1609,1454,2360,1203,1448,64
10396,0,5,138,6088075_AB033195.1_39-647,CUST_3_PI426266267,14938,1055,1573,1028,1254,1050,1954,870,1341,49
10397,0,90,141,6088075_AB033195.1_39-647,CUST_2_PI426266267,1078,11,12,4,10,5,23,5,9,1
10398,0,39,161,6088075_AB033195.1_39-647,CUST_1_PI426266267,9432,3,7,0,-1,-2,3,2,-1,0
10399,0,92,25,6088081_AB033198.1_39-647,CUST_6_PI426266267,808,1183,1682,1413,1551,1383,2146,1199,1219,62
10400,0,41,26,6088081_AB033198.1_39-647,CUST_6_PI426266267,9090,1183,1549,1363,1539,1241,2165,1221,1227,54
10401,0,1,31,6088081_AB033198.1_39-647,CUST_5_PI426266267,15729,5,20,11,14,1,19,0,12,0
10402,0,86,69,6088081_AB033198.1_39-647,CUST_5_PI426266267,1770,14,25,10,21,7,12,5,2,-18
10403,0,58,71,6088081_AB033198.1_39-647,CUST_4_PI426266267,6361,1,-3,0,-2,1,1,-1,-1,0
10404,0,63,104,6088081_AB033198.1_39-647,CUST_5_PI426266267,5443,16,19,11,15,9,13,4,15,-2
10405,0,58,124,6088081_AB033198.1_39-647,CUST_4_PI426266267,6253,1,2,0,2,0,3,0,1,-3
10406,0,52,149,6088081_AB033198.1_39-647,CUST_6_PI426266267,7306,946,1339,1081,1207,1068,1848,948,872,37
10407,0,20,158,6088081_AB033198.1_39-647,CUST_4_PI426266267,12468,2,-2,-1,-5,0,-17,-3,-5,1
10408,0,26,4,62767032_AY916504.1_1018-1623,CUST_1_PI426232934,11561,3,1,0,2,-1,3,2,1,0
10409,0,89,22,62767032_AY916504.1_1018-1623,CUST_3_PI426232934,1220,1,2,1,-1,3,1,1,1,-1
10410,0,47,35,62767032_AY916504.1_1018-1623,CUST_3_PI426232934,8183,0,3,1,2,0,-1,0,-1,0
10411,0,33,54,62767032_AY916504.1_1018-1623,CUST_1_PI426232934,10388,0,1,2,-2,0,-1,0,-2,-12
10412,0,20,91,62767032_AY916504.1_1018-1623,CUST_2_PI426232934,12583,-5,1,0,0,-1,1,1,1,-1
10413,0,80,93,62767032_AY916504.1_1018-1623,CUST_3_PI426232934,2742,-4,1,0,0,0,1,-1,0,0
10414,0,32,104,62767032_AY916504.1_1018-1623,CUST_2_PI426232934,10527,0,2,1,2,0,-3,0,1,0
10415,0,14,149,62767032_AY916504.1_1018-1623,CUST_2_PI426232934,13538,1,-3,-1,1,-1,2,-1,1,0
10416,0,86,157,62767032_AY916504.1_1018-1623,CUST_1_PI426232934,1726,-8,2,1,-12,1,1,-1,1,-2
10417,0,11,17,62767032_AY916504.1_103-261,CUST_8_PI426232934,14096,1,1,0,-1,0,1,-1,-1,1
10418,0,6,67,62767032_AY916504.1_103-261,CUST_7_PI426232934,14891,0,2,-2,2,-1,2,1,-19,1
10419,0,28,74,62767032_AY916504.1_103-261,CUST_9_PI426232934,11198,2,0,0,0,0,1,0,2,0
10420,0,6,89,62767032_AY916504.1_103-261,CUST_8_PI426232934,14880,0,-4,-1,-1,0,1,1,0,-2
10421,0,29,110,62767032_AY916504.1_103-261,CUST_9_PI426232934,11016,0,2,0,-1,0,3,1,2,0
10422,0,82,133,62767032_AY916504.1_103-261,CUST_7_PI426232934,2394,1,0,0,1,0,1,-2,1,-2
10423,0,51,138,62767032_AY916504.1_103-261,CUST_9_PI426232934,7394,3,1,1,0,-1,0,0,2,1
10424,0,44,144,62767032_AY916504.1_103-261,CUST_7_PI426232934,8539,-2,-1,1,1,-1,2,-2,-1,-1
10425,0,18,152,62767032_AY916504.1_103-261,CUST_8_PI426232934,12799,1,-4,0,0,1,1,0,0,-1
10426,0,54,5,62767032_AY916504.1_1982-2308,CUST_6_PI426232934,7050,1,-3,1,1,1,1,-2,1,2
10427,0,47,27,62767032_AY916504.1_1982-2308,CUST_6_PI426232934,8187,-4,3,0,2,-2,2,2,-3,0
10428,0,59,43,62767032_AY916504.1_1982-2308,CUST_5_PI426232934,6211,-1,-4,1,1,0,3,1,0,1
10429,0,47,59,62767032_AY916504.1_1982-2308,CUST_6_PI426232934,8171,-1,0,1,0,1,0,2,-2,0
10430,0,68,119,62767032_AY916504.1_1982-2308,CUST_4_PI426232934,4697,0,3,-1,-1,0,-3,0,1,2
10431,0,45,126,62767032_AY916504.1_1982-2308,CUST_5_PI426232934,8384,0,0,0,-1,0,1,-4,-1,0
10432,0,19,134,62767032_AY916504.1_1982-2308,CUST_4_PI426232934,12644,0,3,-1,0,0,-1,1,-2,0
10433,0,52,143,62767032_AY916504.1_1982-2308,CUST_5_PI426232934,7309,0,1,0,0,1,1,0,1,2
10434,0,75,144,62767032_AY916504.1_1982-2308,CUST_4_PI426232934,3455,2,-7,0,1,0,1,0,0,-1
10435,0,24,16,62767032_AY916504.1_495-665,CUST_11_PI426232934,11883,3,-1,1,0,2,2,1,-3,-1
10436,0,30,33,62767032_AY916504.1_495-665,CUST_12_PI426232934,10972,0,3,0,0,0,3,0,2,1
10437,0,49,34,62767032_AY916504.1_495-665,CUST_12_PI426232934,7774,1,-1,0,-4,1,1,-2,-1,1
10438,0,50,41,62767032_AY916504.1_495-665,CUST_10_PI426232934,7688,2,0,-1,0,1,-2,0,-1,1
10439,0,14,69,62767032_AY916504.1_495-665,CUST_11_PI426232934,13578,1,0,-1,3,1,1,0,0,1
10440,0,28,93,62767032_AY916504.1_495-665,CUST_10_PI426232934,11270,0,3,-2,0,-1,2,-4,-1,-3
10441,0,31,125,62767032_AY916504.1_495-665,CUST_11_PI426232934,10762,1,0,1,2,0,1,-2,-2,-1
10442,0,35,125,62767032_AY916504.1_495-665,CUST_10_PI426232934,10106,1,4,1,0,2,3,-1,-4,0
10443,0,42,138,62767032_AY916504.1_495-665,CUST_12_PI426232934,8870,2,1,1,1,-2,1,0,-1,0
10444,0,83,1,62767032_AY916504.1_689-829,CUST_13_PI426232934,2296,0,4,1,0,0,1,0,0,0
10445,0,36,56,62767032_AY916504.1_689-829,CUST_13_PI426232934,9895,1,-18,1,-11,-9,-1,-1,0,-9
10446,0,77,69,62767032_AY916504.1_689-829,CUST_15_PI426232934,3246,1,2,1,2,-1,-2,0,1,2
10447,0,81,92,62767032_AY916504.1_689-829,CUST_15_PI426232934,2497,1,1,-1,-2,-1,2,0,-10,-4
10448,0,60,99,62767032_AY916504.1_689-829,CUST_14_PI426232934,6019,2,2,0,-1,2,1,-1,0,-1
10449,0,34,108,62767032_AY916504.1_689-829,CUST_14_PI426232934,10197,1,-15,0,-1,-1,0,0,-6,0
10450,0,12,134,62767032_AY916504.1_689-829,CUST_15_PI426232934,13792,-13,-3,1,0,-1,-1,2,1,-1
10451,0,8,139,62767032_AY916504.1_689-829,CUST_13_PI426232934,14527,3,1,0,-2,0,-1,1,-1,0
10452,0,59,140,62767032_AY916504.1_689-829,CUST_14_PI426232934,6081,0,0,0,-1,-1,0,0,1,0
10453,0,19,23,62767034_AY916505.1_45-470,CUST_1_PI426266274,12781,-1,-1,-1,1,2,0,0,0,1
10454,0,35,58,62767034_AY916505.1_45-470,CUST_1_PI426266274,10058,2,-16,2,-1,1,0,0,1,0
10455,0,64,59,62767034_AY916505.1_45-470,CUST_3_PI426266274,5383,2,2,0,-1,1,1,2,1,-2
10456,0,24,70,62767034_AY916505.1_45-470,CUST_3_PI426266274,11856,0,1,2,1,0,1,-2,1,0
10457,0,48,121,62767034_AY916505.1_45-470,CUST_1_PI426266274,7976,0,1,0,2,-2,-6,-2,2,1
10458,0,88,138,62767034_AY916505.1_45-470,CUST_3_PI426266274,1326,3,3,1,-1,0,-1,0,2,2
10459,0,1,18,71372534_DQ082985.1_239-937,CUST_102_PI426232940,15654,80,158,44,59,14,47,6,37,1
10460,0,59,108,71372534_DQ082985.1_239-937,CUST_102_PI426232940,6097,175,257,89,116,45,87,49,53,2
10461,0,88,129,71372534_DQ082985.1_239-937,CUST_102_PI426232940,1412,136,214,83,63,44,63,31,38,0
10462,0,51,55,71372562_DQ082986.1_239-361,CUST_105_PI426232940,7517,749,896,328,329,189,302,173,217,9
10463,0,95,62,71372562_DQ082986.1_239-361,CUST_105_PI426232940,216,509,665,260,275,178,249,148,125,7
10464,0,77,99,71372562_DQ082986.1_239-361,CUST_105_PI426232940,3231,560,698,251,313,179,223,136,165,8
10465,0,34,48,71372562_DQ082986.1_358-522,CUST_108_PI426232940,10227,1119,1568,631,564,357,564,288,375,13
10466,0,95,120,71372562_DQ082986.1_358-522,CUST_108_PI426232940,187,838,986,428,395,248,379,233,251,8
10467,0,65,124,71372562_DQ082986.1_358-522,CUST_108_PI426232940,5105,896,1142,432,415,280,400,192,297,9
10468,0,25,18,71372562_DQ082986.1_761-937,CUST_111_PI426232940,11718,1804,2717,1087,1039,571,893,518,608,63
10469,0,78,36,71372562_DQ082986.1_761-937,CUST_111_PI426232940,3017,2093,3204,1219,1138,773,999,671,731,64
10470,0,88,78,71372562_DQ082986.1_761-937,CUST_111_PI426232940,1356,2240,3160,1349,1220,775,1062,698,761,64
10471,0,21,4,75858832_DQ144984.1_56-583,CUST_5_PI426266594,12381,108,130,52,46,23,50,14,32,1
10472,0,64,7,75858832_DQ144984.1_56-583,CUST_6_PI426266594,5409,3,2,1,3,1,-13,2,3,0
10473,0,47,12,75858832_DQ144984.1_56-583,CUST_4_PI426266594,8113,3,0,2,2,0,2,3,-1,1
10474,0,70,74,75858832_DQ144984.1_56-583,CUST_6_PI426266594,4310,4,9,0,-1,1,1,-1,-1,1
10475,0,91,99,75858832_DQ144984.1_56-583,CUST_4_PI426266594,935,3,6,0,1,-3,5,0,1,-1
10476,0,41,160,75858832_DQ144984.1_56-583,CUST_6_PI426266594,9023,4,10,0,2,2,-3,1,-10,1
10477,0,26,161,75858832_DQ144984.1_56-583,CUST_5_PI426266594,11564,108,132,36,23,21,31,20,20,3
10478,0,57,163,75858832_DQ144984.1_56-583,CUST_4_PI426266594,6479,1,12,1,-1,1,1,-1,1,2
10479,0,37,164,75858832_DQ144984.1_56-583,CUST_5_PI426266594,9677,98,126,34,33,21,33,19,14,2
10480,0,7,9,75858836_DQ144986.1_43-546,CUST_1_PI426266594,14756,1,2,0,1,1,1,1,-1,-1
10481,0,60,28,75858836_DQ144986.1_43-546,CUST_3_PI426266594,5973,2,5,2,-1,0,-2,0,2,1
10482,0,28,29,75858836_DQ144986.1_43-546,CUST_2_PI426266594,11302,1,3,1,1,-1,1,-1,-1,0
10483,0,74,63,75858836_DQ144986.1_43-546,CUST_2_PI426266594,3741,2,4,-1,-2,0,-3,0,0,-1
10484,0,75,69,75858836_DQ144986.1_43-546,CUST_3_PI426266594,3574,4,3,1,0,0,5,2,0,1
10485,0,31,115,75858836_DQ144986.1_43-546,CUST_3_PI426266594,10767,3,1,-1,-2,0,4,-1,0,0
10486,0,85,121,75858836_DQ144986.1_43-546,CUST_1_PI426266594,1908,1,3,0,-1,0,1,0,0,-1
10487,0,89,163,75858836_DQ144986.1_43-546,CUST_1_PI426266594,1231,0,-2,1,0,1,-2,0,-3,-1
10488,0,75,164,75858836_DQ144986.1_43-546,CUST_2_PI426266594,3445,3,3,1,-1,1,2,1,0,0
10489,0,61,21,75858838_DQ144987.1_1-804,CUST_9_PI426266594,5894,-6,-6,-1,0,-1,0,-2,-5,1
10490,0,25,32,75858838_DQ144987.1_1-804,CUST_7_PI426266594,11711,1,2,-6,-1,0,-1,0,-2,-2
10491,0,81,33,75858838_DQ144987.1_1-804,CUST_9_PI426266594,2608,2,-1,3,-1,-1,1,0,1,-3
10492,0,32,39,75858838_DQ144987.1_1-804,CUST_7_PI426266594,10641,-2,0,0,1,0,-1,0,-1,0
10493,0,93,73,75858838_DQ144987.1_1-804,CUST_8_PI426266594,620,-1,2,0,1,-2,0,1,3,1
10494,0,35,81,75858838_DQ144987.1_1-804,CUST_8_PI426266594,10128,-1,0,2,-2,-1,2,0,1,0
10495,0,44,108,75858838_DQ144987.1_1-804,CUST_7_PI426266594,8557,1,0,0,-2,-1,-1,-1,1,0
10496,0,21,113,75858838_DQ144987.1_1-804,CUST_8_PI426266594,12408,1,2,1,1,-1,-2,0,-1,0
10497,0,41,151,75858838_DQ144987.1_1-804,CUST_9_PI426266594,9109,1,1,-1,0,0,0,-1,1,-1
10498,0,27,13,75858840_DQ144988.1_263-590,CUST_12_PI426266594,11474,2,2,1,0,0,2,1,2,0
10499,0,19,27,75858840_DQ144988.1_263-590,CUST_12_PI426266594,12779,4,0,1,-1,-1,1,1,0,0
10500,0,26,56,75858840_DQ144988.1_263-590,CUST_10_PI426266594,11535,-3,0,1,-3,0,3,0,1,0
10501,0,91,74,75858840_DQ144988.1_263-590,CUST_10_PI426266594,866,5,7,-1,2,0,2,-1,1,1
10502,0,72,80,75858840_DQ144988.1_263-590,CUST_11_PI426266594,3979,-2,0,2,0,3,2,1,-1,-3
10503,0,41,89,75858840_DQ144988.1_263-590,CUST_11_PI426266594,9140,2,-3,-1,0,1,1,1,1,-1
10504,0,73,105,75858840_DQ144988.1_263-590,CUST_12_PI426266594,3884,3,3,2,1,-2,1,0,-2,0
10505,0,37,124,75858840_DQ144988.1_263-590,CUST_10_PI426266594,9697,2,3,2,-3,-2,0,0,1,-1
10506,0,75,129,75858840_DQ144988.1_263-590,CUST_11_PI426266594,3544,0,-10,-1,-1,1,2,-2,0,1
10507,0,58,22,75858846_DQ144991.1_631-849,CUST_14_PI426266594,6304,3,-4,0,2,0,0,2,-3,0
10508,0,45,32,75858846_DQ144991.1_631-849,CUST_13_PI426266594,8431,2,-2,2,2,0,-2,2,0,0
10509,0,10,49,75858846_DQ144991.1_631-849,CUST_14_PI426266594,14244,-3,0,-2,0,0,-1,-2,-1,2
10510,0,15,72,75858846_DQ144991.1_631-849,CUST_15_PI426266594,13331,0,2,-1,0,1,1,0,0,-4
10511,0,53,107,75858846_DQ144991.1_631-849,CUST_14_PI426266594,7163,1,1,0,0,-1,1,-3,0,1
10512,0,95,115,75858846_DQ144991.1_631-849,CUST_15_PI426266594,271,4,1,1,0,0,0,0,-1,1
10513,0,41,116,75858846_DQ144991.1_631-849,CUST_13_PI426266594,9045,2,2,1,1,-1,2,2,0,1
10514,0,39,122,75858846_DQ144991.1_631-849,CUST_13_PI426266594,9370,2,3,2,-1,0,-2,0,-2,2
10515,0,61,153,75858846_DQ144991.1_631-849,CUST_15_PI426266594,5828,-1,3,1,0,1,3,-2,-1,-2
10516,0,53,18,75858848_DQ144992.1_5-456,CUST_16_PI426266594,7126,4,-3,1,-2,0,1,0,1,0
10517,0,18,72,75858848_DQ144992.1_5-456,CUST_18_PI426266594,12839,-4,0,-1,1,1,-1,-2,0,0
10518,0,3,84,75858848_DQ144992.1_5-456,CUST_18_PI426266594,15293,0,1,2,-1,0,1,1,0,-2
10519,0,51,99,75858848_DQ144992.1_5-456,CUST_17_PI426266594,7495,1,1,-1,0,0,3,0,1,-6
10520,0,16,101,75858848_DQ144992.1_5-456,CUST_16_PI426266594,13234,0,0,2,-3,1,4,0,0,0
10521,0,81,105,75858848_DQ144992.1_5-456,CUST_18_PI426266594,2572,1,3,-3,0,0,2,1,-1,0
10522,0,3,142,75858848_DQ144992.1_5-456,CUST_17_PI426266594,15264,0,5,-1,3,2,2,2,0,-2
10523,0,21,142,75858848_DQ144992.1_5-456,CUST_16_PI426266594,12312,-1,-4,-2,0,0,1,-1,-2,-2
10524,0,72,155,75858848_DQ144992.1_5-456,CUST_17_PI426266594,4023,1,1,0,3,-1,0,-1,0,1
10525,0,77,11,7638018_AF229054.1_66-1001,CUST_1_PI426227881,3275,-16,-12,-4,-2,-1,1,-1,-11,2
10526,0,66,25,7638018_AF229054.1_66-1001,CUST_2_PI426227881,5072,-4,-14,1,1,2,-5,0,1,3
10527,0,88,66,7638018_AF229054.1_66-1001,CUST_1_PI426227881,1362,0,3,0,-6,-4,1,0,1,2
10528,0,80,73,7638018_AF229054.1_66-1001,CUST_2_PI426227881,2752,-5,4,1,-3,0,1,0,-2,1
10529,0,87,74,7638018_AF229054.1_66-1001,CUST_3_PI426227881,1522,-6,-1,-1,0,0,1,-17,-9,-16
10530,0,30,90,7638018_AF229054.1_66-1001,CUST_3_PI426227881,10862,2,2,1,0,-1,-1,1,1,1
10531,0,11,99,7638018_AF229054.1_66-1001,CUST_1_PI426227881,14055,0,2,-2,-1,0,3,0,-1,0
10532,0,66,112,7638018_AF229054.1_66-1001,CUST_3_PI426227881,4947,-2,1,-3,1,-2,1,0,2,-2
10533,0,6,131,7638018_AF229054.1_66-1001,CUST_2_PI426227881,14859,3,-4,-2,2,1,0,0,0,-1
10534,0,35,8,78059147_DQ206378.1_1-666,CUST_9_PI426244603,10083,11,9,1,4,3,4,0,-2,0
10535,0,89,69,78059147_DQ206378.1_1-666,CUST_9_PI426244603,1278,1,12,2,0,0,10,-7,0,-1
10536,0,1,77,78059147_DQ206378.1_1-666,CUST_7_PI426244603,15706,4,11,2,0,0,3,-1,1,0
10537,0,32,85,78059147_DQ206378.1_1-666,CUST_7_PI426244603,10618,-2,5,0,-1,1,0,1,-1,-1
10538,0,87,150,78059147_DQ206378.1_1-666,CUST_7_PI426244603,1484,0,4,-3,1,1,2,0,1,1
10539,0,3,154,78059147_DQ206378.1_1-666,CUST_9_PI426244603,15258,1,15,1,0,0,4,0,1,1
10540,0,86,6,78059173_DQ206391.1_1-663,CUST_5_PI426244603,1720,166,203,36,66,24,43,23,16,1
10541,0,86,38,78059173_DQ206391.1_1-663,CUST_5_PI426244603,1704,148,237,43,73,31,37,19,25,3
10542,0,11,40,78059173_DQ206391.1_1-663,CUST_4_PI426244603,14003,-5,14,1,3,-1,-1,-2,0,1
10543,0,23,49,78059173_DQ206391.1_1-663,CUST_6_PI426244603,12112,-10,5,-2,0,0,0,1,0,1
10544,0,68,49,78059173_DQ206391.1_1-663,CUST_6_PI426244603,4732,3,0,0,0,0,1,0,2,-4
10545,0,31,102,78059173_DQ206391.1_1-663,CUST_5_PI426244603,10692,187,245,38,78,33,41,18,27,0
10546,0,86,126,78059173_DQ206391.1_1-663,CUST_6_PI426244603,1660,0,6,0,2,0,0,0,0,0
10547,0,5,128,78059173_DQ206391.1_1-663,CUST_4_PI426244603,14943,4,16,0,0,-1,0,0,0,0
10548,0,12,142,78059173_DQ206391.1_1-663,CUST_4_PI426244603,13788,6,13,2,2,-1,0,1,3,0
10549,0,55,30,78059175_DQ206392.1_1-684,CUST_16_PI426244603,6792,-1,2,0,0,1,-1,0,0,1
10550,0,90,40,78059175_DQ206392.1_1-684,CUST_16_PI426244603,1047,0,4,0,-3,-1,1,0,2,1
10551,0,51,48,78059175_DQ206392.1_1-684,CUST_18_PI426244603,7439,1,2,-1,-3,1,2,-2,0,0
10552,0,56,55,78059175_DQ206392.1_1-684,CUST_18_PI426244603,6697,1,0,0,0,0,3,1,2,-3
10553,0,82,69,78059175_DQ206392.1_1-684,CUST_18_PI426244603,2426,-1,1,0,1,0,2,-1,1,-1
10554,0,45,89,78059175_DQ206392.1_1-684,CUST_17_PI426244603,8484,0,1,0,-2,2,2,1,-1,0
10555,0,87,94,78059175_DQ206392.1_1-684,CUST_17_PI426244603,1512,0,1,0,1,-2,-1,-1,-3,2
10556,0,75,127,78059175_DQ206392.1_1-684,CUST_17_PI426244603,3545,-3,3,-1,1,2,1,0,0,2
10557,0,43,158,78059175_DQ206392.1_1-684,CUST_16_PI426244603,8696,-1,1,1,1,-1,-2,1,-1,0
10558,0,84,13,86451100_DQ357229.1_139-744,CUST_3_PI426227486,2126,2,5,-1,1,-1,1,1,0,1
10559,0,52,16,86451100_DQ357229.1_139-744,CUST_1_PI426227486,7291,2,1,-6,0,1,0,0,1,-5
10560,0,25,38,86451100_DQ357229.1_139-744,CUST_3_PI426227486,11708,0,0,-2,0,1,0,0,-1,-2
10561,0,22,43,86451100_DQ357229.1_139-744,CUST_2_PI426227486,12279,-2,-5,0,2,0,4,0,0,0
10562,0,93,64,86451100_DQ357229.1_139-744,CUST_2_PI426227486,543,6,0,1,1,3,2,1,-14,1
10563,0,73,76,86451100_DQ357229.1_139-744,CUST_1_PI426227486,3817,1,0,2,-2,0,1,0,0,-2
10564,0,45,150,86451100_DQ357229.1_139-744,CUST_3_PI426227486,8372,3,-2,0,0,-3,-1,1,-3,-1
10565,0,76,153,86451100_DQ357229.1_139-744,CUST_2_PI426227486,3368,1,3,-1,-1,1,1,0,1,-2
10566,0,31,156,86451100_DQ357229.1_139-744,CUST_1_PI426227486,10665,1,2,0,1,-3,2,1,0,1
10567,0,85,69,87045758_DQ351266.1_155-277,CUST_120_PI426246026,1934,8,-5,-4,2,-3,0,1,0,0
10568,0,58,146,87045758_DQ351266.1_155-277,CUST_120_PI426246026,6242,2,4,2,0,1,2,1,1,4
10569,0,38,156,87045758_DQ351266.1_155-277,CUST_120_PI426246026,9517,2,12,1,2,0,2,1,-3,7
10570,0,87,17,87116470_AB231899.1_92-1341,CUST_1_PI426227955,1632,178,437,144,84,100,269,110,158,28
10571,0,22,20,87116470_AB231899.1_92-1341,CUST_1_PI426227955,12209,172,425,131,75,83,234,76,132,25
10572,0,27,26,87116470_AB231899.1_92-1341,CUST_3_PI426227955,11386,81,182,51,39,36,107,38,53,5
10573,0,54,46,87116470_AB231899.1_92-1341,CUST_2_PI426227955,6948,117,237,85,51,55,152,75,113,8
10574,0,79,56,87116470_AB231899.1_92-1341,CUST_1_PI426227955,2843,193,482,193,114,125,307,98,180,33
10575,0,60,74,87116470_AB231899.1_92-1341,CUST_3_PI426227955,5950,102,250,90,56,57,159,65,100,14
10576,0,61,79,87116470_AB231899.1_92-1341,CUST_3_PI426227955,5865,95,263,85,62,48,138,49,85,14
10577,0,30,80,87116470_AB231899.1_92-1341,CUST_2_PI426227955,10867,87,259,86,61,55,150,54,84,8
10578,0,83,121,87116470_AB231899.1_92-1341,CUST_2_PI426227955,2236,76,203,64,31,43,137,48,75,8
10579,0,13,20,87116472_AB231900.1_58-1340,CUST_6_PI426227955,13685,2,2,1,0,-1,2,1,-1,1
10580,0,26,27,87116472_AB231900.1_58-1340,CUST_4_PI426227955,11631,2,0,1,-1,0,1,1,-1,-1
10581,0,33,66,87116472_AB231900.1_58-1340,CUST_4_PI426227955,10382,2,1,-2,0,0,-1,1,-2,0
